"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10074197508.2881","9908736414.61985","10357273391.2397","10868505359.8363","12286468804.9549","12818509182.5135","12766794868.6188","14057073484.922","14897630702.9491","15911025756.1189","17114964029.3745","18273211886.7406","20007393926.6049","21951864272.3811","23614406436.6654","22412682982.7979","19177665818.1893","19693608686.6415","21159588085.6848","21820792033.3445","22114540881.364","22775174270.8342","23195350085.62","23805751474.0505","25174297012.6978","26372885186.8117","27516014591.495",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603581.96336","8302969570.96223","8986719589.93333","8730775888.12342","7757787405.46445","8507314752.23643","9686371611.63207","9735159432.1337","9700011205.55304","9964477334.01903","9253264787.04285","8450777235.35501","9561448857.12287","9866455689.20831","10471023887.6987","11772171512.2639","12141100401.7836","11721244257.5256","12326311978.1412","13074915711.7851","14160304516.1707","14374794288.769","14064103274.8829","15972968197.1422","17860775923.0952","19795942246.2104","22063798449.1645","24444156129.4695","26595865976.5256","29933790334.3418","33279878089.9327","36157859258.9667","39984181569.4229","44085556179.422","48667131302.6327","53258136694.1367","58351845887.8687","62329193945.7567","67490899534.2136",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5779426020513.65","5990994322402.56","6277735329739.67","6656507458109.43","6862686050445.64","6818317506325.26","7152305062629.04","7358098359382.45","7583094687795.36","7874668099949.47","8037742488463.09","8078098749282.2","8144008212327.63","8261337751385.75","8466643950209.94","8665661422669.28","8889776306132.68","9114453086905.62","9494393157837.47","9866972480292","10199510898709.9","10384058452203.3","10503210327454.8","10443790809394.8","10720936689865.1","11006517610026.6","11215005274759","11513692611382.8","11861278166405.9","12212484090207.3","12689224222216.9","12966974470438.8","13112604072554.2","13234273394798.8","13578790889922.6","13840911388564.9","14324709272918.1","14776522408792","14871955860693.9","14228026069744.4","14540385611235.6","14807974993870.6","14697958135214","14689505389701.9","14921922956537.7","15273573050376.8","15586743165669","16011687164002.1","16355424606655.8","16604499064491.7",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","275712660433.628","278623786271.196","299713893381.509","314698675163.753","335463443159.271","350004876006.745","349935260874.535","339917850281.067","355339701787.876","379558710147.807","421759428808.378","446310598103.757","455097847505.733","480942202167.338","510533553737.688","514343722536.743","552696229298.512","581962877476.886","585321836105.5","608015516593.195","617493321846.7","599589419396.154","589864674517.759","560265973475.306","563660764164.113","576682956547.604","599835728403.714","621615392528.645","648323834941.884","622050242854.237","686362803244.935","668162423258.108","706179813842.792","716354137534.935","712902368858.838","732920531777.289","755879567544.165","801221063158.387","840147927544.071","843045168256.211","870778268359.847","903663533137.98","903555239104.903","879742680719.787","1003492410384.31","1080940796405.69","1162518425818.48","1242123518234.92","1313860175718.61","1351625615772.63","1410409330025.7","1419914751431.37","1530849818237.28","1590336375336.64","1608521090145.49","1639457900087.35","1686138198216.02","1719169897402.96","1757153181245","",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","53950221263.7668","58052957813.6995","59784065397.801","61748031512.3928","64982817363.6956","68428763764.4095","70052457220.0841","71571775145.4364","73220280673.415","80244512915.2542","84144524612.637","86127743958.7053","92790143299.3372","99270447207.898","102483368664.734","104333088665.37","104692393900.605","104943143133.378","108007176501.761","115699368061.957","121934462008.399","123539664381.792","127379170911.143","131348471001.672","135601197915.858","140412831949.701","144281475826.016","149438784700.438","157235671469.667","165233870667.323","166342413937.981","156550943993.497","151393635119.076","150392370267.619","156353604769.735","162947914140.753","168923717257.187","179623742484.9","189425807839.037","197722002592.996","209137216966.512","214595170160.905","218258528285.8","222631777792.508","231519990336.082","237955368798.957","247538904110.026","260656003984.811","262699590885.339","241487608803.349","249181190476.369","255529156898.351","251958508578.34","249685796225.09","248774592178.194","250126829515.892","256906558260.021","264871647024.375","269189270719.15","271826199850.29",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947700.147456","722498582.845284","748552619.711656","796151373.901159","834981911.448313","812435170.769703","812435170.769703","920910120.026034","993811405.478829","1019614829.28454","1149133555.66745","1228297213.08077","1320238657.83633","1473556237.11858","1511885643.85268","1519901830.69653","1561488825.98616","1653679311.21615","1684493995.49835","1890420350.43925","1860108274.24809","1977852952.19286","1859607286.39742","1785964550.36261","1935860992.12104","1846550531.78818","1989656498.53641","1858040323.3511","1875798634.25709","2015332399.89483","2132221733.89098","2074651667.56114","2201205458.90566","2248091848.8416","2362744524.33173","2421813102.90778","2538060142.26622","2482222835.15933","2514491743.22458","2735766984.42456","2689258989.02238","2743044172.74937","2830821561.96665","2859129759.03756","3010663627.82095","3031738285.33158","3087900748.10844","3061633387.30472","3093253759.97435","3050380096.46824","3140508835.9485","3225464091.79962","3270985530.40632","3425841164.88768","3617808668.09511","3786536321.95777","3881570259.08047","4092174206.1262","4236472838.33586","4281517574.02503",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","594143057793.711","623732046615.729","666416962014.174","707959262572.591","755053417192.196","791760397176.443","833342363028.227","874352381686.998","913622247898.823","978575996358.276","1038354070711.21","1093560406401.6","1142895007224.38","1215406902952.72","1267680569947.79","1255512298279.03","1310211942483.68","1355601771312.14","1409534980874.47","1459573319724.29","1482616264577.32","1498465726445.81","1536008235544.52","1555068022655.86","1578607422753.16","1604224769621.25","1641719936403.63","1683779164563.15","1763643204322.97","1840253414782.07","1894061230987.33","1913914322953.93","1944524371770.68","1932299800963.61","1977870042741.46","2019537736657.34","2048073677341.3","2095922750942.73","2171138280554.68","2245421037201.37","2333523930934.59","2379814544584.44","2406838088087.14","2426650235214.38","2495318441311.06","2536821076703.02","2598956034037.37","2661973862802.15","2668760457244.1","2592078593347.73","2642609548930.36","2700554065740.26","2709010438737.9","2724623188645.21","2750675573688.3","2781288181597.05","2811756203338.3","2876185346921.69","2927751437251.72","2971919320779.93",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320424601.26954","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204059968.480319","206508198.456088","211771892.903991","219238994.330085","227440564.74891","244333351.581714","254126271.484789","274813814.780034","273344876.794573","292518557.084302","283209529.835938","266044377.41833","273628014.591271","277388863.068548","290797573.822835","297100909.129948","298726044.187863","303422361.338882","294076488.229382","300081139.479451","299837907.831359","294332328.26185","287243355.955513","290383210.899436","296944100","306412384.608288","300692217.681403","289627442.305916","282949282.989513","296026870.639578","298691646.556704","306703111.91791","307352260.095985","",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2187247770.68536","2510235219.08997","2697227952.13955","2861554819.58658","2991883007.0677","3241206660.61347","3387320404.89011","3526713817.21498","3615192044.51707","3907404779.48587","4246541810.48166","4682183107.87138","5213000834.13823","5743811183.61284","8011875372.57918","9549363463.02325","12951356470.6877","11321804992.0278","8599000778.65062","8639794892.34795","8860363426.49964","9311828118.39214","9023392343.01637","9529445903.04602","10245002686.4372","10005991964.6294","9925584039.94716","8223739210.38269","9280107562.15776","10073121520.7334","10596141891.2425","11243831433.4095","10896380665.3031","11326412322.1297","11746934243.9414","12331208870.096","12778221236.43","13511482517.5017","13981389394.6225","12732484617.48","12492736210.5521","12759485289.4389","12727709938.9327","13013743584.1676","13103478949.6987","13454154690.1038","13076553296.6302","13862206744.6223","13403585248.0849","13421054290.8343","14372591916.4792","15391860684.1325","16200099127.6913","17113573955.7522","17852018586.5399","18544480427.5026","18932327518.4725","19023157682.8615","19182154180.1173","19833217622.5503",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","730143163140.633","749689964075.403","757958367028.415","794904168379.681","838891457503.115","856861993531.555","870341293099.656","894593132527.905","943268691296.335","961418094328.274","997674978556.406","1032640667160.57","1077267964337.1","1147547293652.78","1119037583025.71","1102546891238.91","1134633940223.2","1162520411502.93","1211395798121.37","1256811227751.06","1231280769263.84","1221581430996.5","1245950651793.2","1298552898501.59","1328018429210.28","1383096864745","1426669126652.62","1503605659270.8","1589798555002.44","1630777246572.54","1642743164202.02","1624621709108.16","1631137775244.89","1671750348383.74","1736046020146.98","1779996976908.1","1824346191893.82","1894671635328.74","1963729638937.01","2031050676959.34","2100867467607.3","2163354906535.37","2213638870146.23","2286387401482.14","2340665128141.43","2415091934236.32","2482432535772.49","2542769379516.94","2535620292133.23","2427911661952.04","2475244321361.11","2513366731633.23","2550537514107.23","2605105899522.32","2673033408186.23","2735997359822.44","2788478032878.88","2841238185458.8","2879331250460.18","2919890722673.69",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7345028490.15942","7898522755.64038","8392180391.81243","8766164048.25767","9185024491.63078","10292014320.5891","10546323420.4201","10845509307.1791","11548597814.036","12565832194.2547","13493309395.0716","14316072602.7645","15303387730.8868","16440295946.6104","17652002653.1294","18459805297.3323","19432161448.4046","19821103649.2343","20673785099.4707","21795735491.919","22872805636.1155","21002890670.9915","21272156728.7668","22453943750.524","20838337164.1219","17756716790.4754","14010049430.5111","7719537283.28563","5457712730.74119","4890110924.08687","5017253660.99983","5579186163.94546","6166063064.57947","6357513325.47834","6539926723.8961","6660152892.33016","6980203388.87953","7362288335.29708","8176463446.10898","8650248330.8085","9479770296.80751","10372742916.4563","11677525388.5429","11959954721.4274","11523354934.635","12243505582.6741","13149524995.792","13987019335.018","14493532014.7771","15135874457.8826","15593311972.8061","16046522039.0733","16823591432.8324","17642889362.625","18549171643.5728",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7011622290.3685","7252098077.85768","7550098290.15272","7882753672.92972","8056909517.96875","8167208518.18979","7819425064.16085","8059900851.65003","8089630628.43983","8575507997.89652","9409345167.25592","9900148331.19087","9653866756.59427","9932340671.23143","10612955987.5065","9293592670.88895","8965511860.39168","9169397215.02973","9946589417.83104","9696438520.85439","9742176227.92989","9400901272.59617","8750015733.1109","8350687983.32695","9072819526.93138","9534772773.11028","10030500929.9514","10511453306.502","11103055638.2814","11667742913.8879","12056140826.5736","12692925251.8708","13185337014.9424","13824825935.1905","14281045164.616","14868341569.1791","15552651204.6732","16205296043.4189","16967008294.8201","17713556131.4935","18368957715.4293","19103716042.1579","19963383183.424","21001479123.7299","22177561952.4297","23486038976.1393","24989124920.7416","26075356991.7489","28461199738.5771","29839998859.5149","32197272797.2028","36720063512.617","40132381684.0787","43067072130.7646","44314914204.6037","45280184654.5808","46841351687.5479","50655852124.958","53828671662.4136","57315905531.1852",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2888984393.64601","2984319111.89168","3172573444.08466","3299586660.90747","3442262858.73843","3532223748.16868","3647760925.5107","3831759259.13248","3983883899.22165","4167448250.04789","4353382082.86275","4578957079.43545","4745819827.0507","4926730670.33224","5050049722.71563","5234798038.51542","5505154913.51749","5573892347.14344","5704327966.94278","5875302223.91584","5944639041.79672","6350507752.13929","6612974841.35282","6538734817.7485","6853467857.61127","7238091820.01062","7666245806.88923","7968731750.75894","8263299201.63407","8579446615.57637","9507604079.65601","10490511731.3425","11138944836.6952","11760160326.3389",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","289673615.686113","289673615.686113","317413176.701695","325143847.250627","345152700.753927","344925324.39439","345759025.39158","377742873.656079","399949597.601764","449517067.352982","482562081.686254","499160171.513747","530689355.771208","523640829.086235","556473525.929312","574958986.655117","570562950.06354","632658615.485035","655024725.401773","649704191.03673","676284049.081488","692882308.940395","723901450.697822","766580666.855552","793862348.052533","818527962.577334","846183475.101921","871671379.1852","873016768.742099","880715451.758744","900298561.772919","944413183.287107","977467632.444173","1040025551.63557","1097226959.22541","1160866125.52931","1123137974.71176","1200297549.32606","1284918526.56131","1254700720.29747","1247729841.77412","1285701374.04879","1366133637.45789","1457196339.40745","1543292392.54605","1417815865.36988","1492131665.73837","1534997158.54229","1513393877.23254","1574808517.71584","1605412711.08929","1682835525.09159","1793011213.96375","1900147297.69615",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347018853.999612","333447059.545825","354703845.745581","358640678.155719","374991971.170753","404412282.461226","424404222.892706","393974143.15114","445687360.089593","454575009.455355","382058242.397534","451468781.144582","470430840.765613","454444248.64063","495840588.598335","516499751.502647","512399530.486074","527259116.908327","551513036.224687","585155331.552818","620849806.697969","652513146.981025","659690791.409824","673544298.027337","695097715.701948","725682015.248673","809861128.99053","862502102.374915","620139186.442281","626498945.784591","660498964.42588","674956671.269269","668307149.840494","672106543.994864","690666107.478887","720130606.909959","736761000.674145","760801183.943933","785173961.94352","811626276.096028","849050127.504407","917693960.144275","901976771.588471","931344271.765525","940327653.067488","998008131.225057","1060511440.73317","1123284986.04762","1165969815.49882","1219605523.55275",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164984420.172459","174503065.137065","178345057.147918","187270134.352152","189164150.165681","213576122.099077","208598610.208637","217853582.684806","223638166.477603","220889255.1579","217004776.051169","214786468.864163","289414714.850146","321346456.901515","374911169.321964","440469125.151804","733733456.439836","1834135265.16533","2270191429.68964","2852813708.7464","3372418920.23967","5509853830.69874","6582227537.3897","7500793866.62629","10351000040.0104","12084658046.3718","13015770991.8826","15004855942.3615","17675586626.849","17913032731.2525","16314442183.3477","17378783932.0333","18823459968.4282","18045449003.1173","18120349580.9011","16469578277.7718","15017551540.4201","14166431362.8688","13265964945.2454","12526213820.5137",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","52154839308.323","59041281465.2891","59256670281.9727","66275544464.9123","72511858889.3285","80319943472.4754","85536324086.465","90385793549.3101","96896932042.5633","108101770878.889","117755967345.283","126989421094.729","139891738289.936","151212307384.99","141476895307.051","150484458469.082","160795500110.365","165524498488.936","177519832682.631","183346175954.476","184587669908.323","181719692100.832","179661448453.999","177723579943.902","181296855381.104","185846602463.213","186808656206.213","182588903661.834","190418063236.378","197653949631.077","197653949631.077","203781222047.137","205207690611.131","201924367638.665","205962855041.139","210287497773.565","216306197040.386","226005797542.758","234808508154.794","242023226599.921","251509982262.82","261901399075.399","272175455237.789","287946747015.979","302519710603.383","304332233490.864","321534411122.335","332060633950.966","330947657768.002","316714480449.877","299361576558.217","272022398152.027","252163419403.193","243989731144.559","245794711395.995","244718538732.076","244251243064.241","247927466910.085","252723303641.313","257451427287.263",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671122.377339","279861685.357341","295539770.739905","293959271.188744","298469157.578767","310778806.574048","322068079.421398","333560966.885645","353506939.261937","378939196.416168","413412905.765728","425678005.547573","441716406.815312","459440771.92993","465806534.302448","461841827.778543","452795198.094421","460463538.539553","470268995.165715","491140636.967902","515773769.13944","576395254.526778","616157088.234607","646274551.793201","633194600.876292","654959547.879999","716944745.47362","712302884.452897","806847301.238685","774632469.576978","822066708.874271","829856141.34603","774975419.935199","771013259.259259","776911332.002809","767936889.427134","785994301.613538","843718324.581439","898080308.938223","931629123.871904","973018986.291747","1013313189.65886","1044992572.00649",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636148","821342248.105121","872078805.651749","931432567.574174","984582475.667205","990945242.843205","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62707","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894792055.61779","2025657438.5235","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2492665493.14557","2610871072.70497","2544833840.08108","2663981792.64238","2676463789.76192","2762593126.01127","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155035023.42362","6419610333.21889","6646639933.77294","7280798769.67329","7618117625.69288","7950402342.68549","8388636787.37351","8733592263.9598","9499182023.33079","9949149632.97396","10517035513.1141","11104280962.0761","11918563617.1274","12726980042.0012","13538328825.555","13802324995.599","14821939405.1185","15979417363.067","16777859283.8571","17568676313.5982","18229254706.6828","18347172210.4092","17699500700.8117","17244253357.5952","17329905175.7831","17224307312.8926","17248946615.2878","17860246403.5821","18555436323.5574","19287001011.1949","19885392403.1843","20612849516.9846","21610169022.4156","22458828881.4721","23364759978.4823","24520976227.0141","25246252731.121","26348021900.5044","27663717706.7693","28727958127.7674","29764712426.8078","30458996623.8662","31636732106.3049","32437391854.8705","33459844956.9914","34550673405.3671","36409422518.6929","38704692062.2932","39974623912.5379","40184907610.1469","41338008612.7727","43058516760.8283","44337293310.6194","45976702905.2755","48019897501.4661","49984953618.0585","51323451983.3225","52875180980.1117","54575068474.6848","56674024436.6601",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5091562179.88117","5179814587.17476","5203883425.52756","5218926449.49805","5231963736.93915","5217923581.23335","",
"Guyana","GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","971259791.741173","1016807255.78104","1028042221.59669","901812440.712181","1004260880.51078","1110120208.33977","1168215839.40034","1218608252.86744","1231096886.002","1317204562.33478","1373257634.67694","1416005096.56253","1369026707.02363","1386067247.39375","1492833789.05844","1619471200.53078","1644361068.45105","1600971647.40097","1572055077.25687","1543196920.98761","1569954253.86465","1593443374.36812","1383266050.29313","1289309271.21534","1224473287.71113","1253856574.72614","1242564314.37788","1253739895.50841","1207432597.47092","1148067161.4286","1112850377.3357","1180265363.93122","1271829002.91325","1375802365.46004","1493191645.392","1568320784.86601","1693088819.92215","1797732978.56974","1767547163.29535","1819869242.61915","1795049794.82808","1835968343.74599","1856763016.25534","1845024088.7914","1873868311.86418","1837309935.9476","1931556758.00973","2067145098.13493","2108005260.80991","2182884943.88013","2273225041.96217","2391343162.20591","2517520534.28289","2643842790.29941","2746906212.24098","2830820476.05474","2926027086.73614","2987473754.79317","3109960225.04963","3256000589.82411",
"High income","HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9058623802033.43","9492095542759.88","10044246919089","10593845184484.7","11285901987276","11903916948599.1","12620774748586.8","13214600959057.7","14048021913375.4","14866830521579.3","15264800875051.8","15869261301548.2","16757790909830.9","17818906822702.2","18033196455139.9","18015456724444.8","18910518819516.8","19643445756960.9","20451710872367.1","21297929737926.2","21615322075048.9","22042264601933.8","22029856616342.4","22625580338636.6","23653613750990.8","24500366560614.4","25294040351005.6","26180327659504.8","27442036057055.3","28511597370695.8","29409737904739.4","29840672445826.4","30447769430633.4","30813716367416.3","31795720879814.8","32709966891092.2","33681490063759.6","34800862729549.5","35745584307826.2","36908560470696.4","38395924304799.3","38979579822258.2","39579288533906","40447943007531.5","41800673558697.8","43002093342217.3","44357687001235.7","45606608755572.2","45798581320958","44277157115085.3","45581239281131.1","46431067968847","47029635086176","47715172323455","48683183766647.6","49821541468725.3","50674674007253.5","51880627544947.1","53065969921718.9","53957944133066.1",
"Hong Kong SAR, China","HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","10710341842.9013","12240993100.5379","14170568826.726","15393171115.7826","17647031108.6894","17963724846.4083","18251743252.3497","18871847302.0376","21012587328.0429","22947117982.8837","24620618779.3383","27233342115.5192","30577497260.0534","31315992477.3373","31470016961.6274","36556936479.7406","40843476884.4177","44217467024.8822","49327579826.0507","54313713986.8871","59343599113.487","61094164864.0936","64745736433.1247","71203378979.8067","71742411962.815","79674303919.7038","90349434141.9665","98039588835.0106","100271942329.084","104112960851.072","110049387073.093","116910909016.979","124160707604.014","131655089903.268","134780279370.958","140519878959.05","147685970879.058","138998083318.58","142482346977.571","153401428367.97","154261793745.308","156817377265.962","161610163785.328","175670353669.514","188649104019.238","201916083622.932","214969368750.475","219543822137.08","214145058385.887","228637697575.04","239645862257.174","243720500393.937","251279613037.718","258220940960.118","264386769836.358","270122574159.951","280362935748.94","288385703205.8","284958895634.378",
"Honduras","HND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2234326591.95723","2275788081.61845","2406983760.73283","2493164290.84688","2628210163.98886","2865725629.35676","3019725204.58929","3200230572.89257","3411387650.34168","3433747210.20913","3558279639.31911","3700433039.25466","3913663272.94645","4221662800.00126","4169835905.7164","4258681838.89887","4705872947.05538","5194525574.60387","5504441972.8075","5813237132.25312","5848079004.55093","5776613430.91523","5656768290.97595","5708001295.48228","6069163419.43579","6410628806.76286","6752364967.2541","7200610990.85692","7326336093.02922","7526187473.77476","7736299733.46772","7479508084.78404","7933790060.5933","8449146706.15872","8467050743.63451","8991102301.20394","9159305711.61351","9580458196.18047","9924418971.10798","9851409875.22264","10569704556.9194","10857538040.412","11265166701.8573","11777398118.373","12511401249.9967","13268415996.7103","14139785190.6771","15014801358.9561","15650167709.792","15269613868.5127","15839344591.9842","16446892853.4328","17125933703.7093","17604014377.0727","18142359318.8949","18839040425.3557","19572439031.3461","20520315403.82","21278895971.0264","21843374258.6677",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","104497329401.982","104494811847.643","111764386376.738","115165929640.638","119025910905.025","123943159629.298","127008595041.249","129409299358.704","135010039310.217","140970890590.518","147375382552.497","153550049939.932","156115795658.331","160542858411.477","169725236267.226","173294722586.104","180348582606.67","187085360243.793","191490707457.376","192500079094.875","192744905618.526","199634088566.126","201804350793.013","203114558735.383","205598589347.067","209201167860.778","215792475450.412","222700297833.128","225351485136.008","230259078395.15","229308820132.298","230952377711.422","229852832850.131","231473426611.189","231604444541.553","243245457795.488","255629465513.792","266314446032.009","275794259092.586","284538134809.095","292153726365.193","304703508981.868","315719468094.741","330077204162.078","348275542561.381","369168662893.368","392168351030.076","417217316940.858","442374270314.006","461390508996.118","486357214101.94","512311829633.893","540134019780.929","571022315390.453","602559378862.415","632333371543.999","661313732437.883","695061151963.544","723950566279.097","753383064851.585",
"Croatia","HRV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39586381256.7901","41895813844.2702","44724934248.7894","45620767078.5643","45247590712.6327","46731215609.6634","48295168596.6934","50765955869.3026","53629303025.2128","55860503038.0849","58270345738.0642","61184334515.9304","64406538682.5984","65539863256.7191","60716510704.8257","59807930156.4205","59622651670.5743","58288506871.4553","57968766148.0016","57908520080.5021","59319849696.5334","61386377124.907","63313378153.4773","65019476934.5496","66928491456.0115",
"Haiti","HTI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3840049499.32019","3727460004.86784","4021466241.67474","3945348228.21175","3880354243.42003","3964239658.44901","3941414089.75625","3857947307.40908","3980692427.22059","4132434164.95602","4159342663.23817","4428883894.09011","4472158862.34615","4684824420.633","4955602079.14939","5011241324.05004","5434131732.41408","5635637294.60151","5985546323.64326","6438078848.83506","6912867071.98707","6715663041.64431","6476333920.77338","6535150784.77168","6554816166.7749","6594383088.46524","6561575716.81647","6509499856.44483","6522546641.16019","6332517176.00165","6398256480.68494","6518578556.00964","6172446407.45438","5837511194.97561","5139891871.85831","5648623334.99079","5882520023.37327","6041625360.89731","6173443980.79737","6340759622.91502","6395927988.966","6329130549.78431","6313215040.39219","6336182533.43686","6112965903.4925","6223305629.9614","6363281554.1604","6576023788.76868","6631521784.71262","6835988038.27927","6622541528.56888","6988353504.99717","7190473472.44909","7495898899.38836","7704007550.79572","7798330009.30297","7911617141.04796","8004442565.80816","8123218871.19841","8047277334.09574",
"Hungary","HUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91882593148.752","89067144788.6378","88554021381.4897","91163845257.7894","92521753957.4112","92598006818.6146","95508477116.2323","99233310109.2015","102280792309.494","106862145054.194","111215808565.057","116488860191.132","121246878911.045","127094435738.786","132487847963.75","137828450764.325","138162240642.635","139624400124.85","130270187025.747","131135561228.374","133521021940.18","131555874425.412","134138295255.417","139765507284.051","145140270520.198","148333354673.725","154745522280.416","162628263153.827","170642246141.678",
"IBRD only","IBD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2102554797381.63","2155838714806.23","2235611959063.3","2340903176208.34","2523930076586.88","2664143784956.01","2796827307864.29","2924586397485.69","3125224476329.33","3356301332798.83","3606755370358.69","3835384921844.12","4095294323877","4403131330074.83","4659569237714.73","4860439522913.49","5188172231172.02","5406694078026.66","5579197788990.43","5812698694381.13","6048367546401.94","6165986548548.62","6328246285091.29","6403219852982.56","6690842783626.33","6979318203044.05","7276497433841.97","7624325975055","7908579698333.97","8134439656730.23","8297922039393.34","8379339850769.95","8453547121627.73","8705662666900.06","8934693286655.35","9267671189893.55","9722092152774.46","10206419158187.3","10411984504741.3","10741121329504.1","11344788024542.1","11716826729199.9","12198872704287","12849671898623.7","13838983216117.5","14793710199054.1","15965032106275.6","17318663747654.7","18280566433135.2","18650024932419","20012917006337.5","21213467341345.4","22286886763828.4","23395589092917.7","24405996870962.8","25360590533726.2","26457126711437","27769014332499","29060908318479.2","30202900116321.6",
"IDA & IBRD total","IBT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2357737896519.81","2413530395965.09","2507965193872.92","2627464932022.56","2823548538472.73","2977502221218.5","3111262068336.2","3225519361694.75","3436261835480.85","3697731864753.14","3988594904796.95","4243080569041.07","4507394996534.57","4831423436787.21","5121712178625.5","5315003869757.03","5668687198823.52","5908612886652.08","6081866874926.08","6334202023939.45","6586010423270.7","6694484492422.88","6852650266293.09","6917931069901.82","7211551565752.45","7521169949422.08","7833595853412.3","8199561399831.88","8509583240728.29","8751314606049.58","8939694423377.95","9030792106388.16","9116720790191.3","9373432421794.64","9606660805440.15","9961965018666.19","10449619747840.6","10958081575632.7","11187892802581.2","11540414069234.3","12175682056366.4","12586389426813.1","13118063792235.6","13816875791396.9","14871832189941.2","15891462833660.3","17132167432940","18561933584967.6","19590156683475.8","20028178572225.8","21475407136531.9","22746098519379.9","23890219968228.5","25093363521777.1","26200307365046.6","27226832497848.7","28384410773487.1","29778386042354.3","31158605747947.8","32377879247684.7",
