"Data Source","World Development Indicators",

"Last Updated Date","2020-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Libya","LBY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46322057225.7385","48026344512.6129","47179698570.1011","46727316322.5252","52809344317.7121","55165501857.1698","61714049045.1692","65725799949.0192","69900911108.9382","71765417108.4958","71198368527.333","74773444900.5368","28357141373.22","63275999127.2361","54670463262.268","41549552060.4744","37867414401.9124","36808842612.8967","46629774070.7036","53686164470.2915","55047620625.1588",
"St. Lucia","LCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","407178664.775669","449166687.268454","466202386.757278","455850231.787546","484615535.540888","494726273.518685","519291332.620509","557020826.776995","603185404.297906","690056282.625884","717132237.574072","816811207.87339","890169056.795979","978213021.309731","981887939.854847","1059978245.36822","1066160041.61517","1083203255.24983","1102140067.16709","1134351090.09999","1126477210.79718","1197292885.71627","1229267847.95499","1229867096.66353","1187952436.16904","1192899669.53091","1243772200.03588","1334162211.9587","1328688091.12743","1411003721.85441","1434872522.89791","1505888983.48876","1463288896.83685","1486758037.03704","1568283095.74101","1565148854.6792","1515465119.95991","1542117088.26896","1521136821.81312","1581782553.42558","1636968552.83772","1680175721.53939","1709223245.1354",
"Latin America & Caribbean","LCN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","809257772528.562","862200994491.977","903521496795.171","926891087249.644","995506914976.623","1047285277642.19","1090312392277","1138277634411.75","1228396934547.09","1305197425848.47","1391278009999.59","1483822905233.81","1589921008484.27","1726587321842.6","1836431449581.19","1904877502838.05","2022374159178.65","2120180860465.06","2203274472783.3","2349083715981.53","2491509290192.73","2501016975446.93","2490058040322.84","2427307023615.82","2519847095795.04","2611752443160.93","2729115316308.25","2820881519256.99","2850011580096.54","2888749320021.5","2898782482788.07","2999393692566.99","3075235325473","3190446575863.64","3336629131570.71","3387292947244.75","3506482675751.62","3686431196573.62","3768641427507.46","3773620811458.78","3916712078466.41","3951248782590.69","3962703704300.1","4024456659130.44","4279643568614.58","4461772337447.71","4696699314192.59","4955505877000.16","5149739875629.03","5052627989053.87","5348215099512.51","5581709544202.34","5737113099192.79","5896884449385.97","5955303578454.79","5960668524010.17","5940598836041.45","6045887565328.49","6140870793486.94","6191943959639.36",
"Least developed countries: UN classification","LDC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","215816326456.335","221450523888.655","224484141941.754","228879774563.88","234078391674.211","238419461635.773","246496191668.079","256070027826.171","262859554782.208","268962052198.257","270289616107.863","274807483923.713","275818584739.852","273301577974.916","275306610340.387","291937604601.473","309006139991.815","323696846251.259","336538947969.217","350536111337.452","364958169446.98","384203364228.626","404785863773.452","426614502612.183","455064911192.792","491649536624.767","529055974709.724","572769356647.914","613437331142.946","642318843089.091","680391283139.844","709997725656.342","743833604385.632","787079974047.516","831113554678.223","861323891929.172","895964804079.495","939523827779.003","981013366494.612","1024297554889.66",
"Low income","LIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","156340625509.719","159057714374.496","158665819394.391","158846603918.873","164835798599.616","172435588860.919","177960948099.561","181468256809.307","178658933387.904","179615821050.175","175390857959.018","174950185974.744","174372928182.455","182652398269.854","191483692323.725","200466545429.664","207412523563.037","214223777886.625","220384304275.786","231778926880.218","241694750765.324","254107811984.35","268579375718.69","287220833157.933","306573964039.052","329796450394.212","351295377035.102","368663053066.148","390052983240.496","402766562259.118","412152297151.497","435618966045.965","457513254164.051","467081224391.378","485212035466.837","506388018861.998","524552475903.176","544926276185.7",
"Liechtenstein","LIE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5082366478.08994","","","","","","","","","",
"Sri Lanka","LKA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","5924493033.6224","6150691336.3611","6305488774.10681","6551808521.19243","6718024859.08101","7055524282.44819","7509831213.94651","7945483594.4363","8558622234.66535","8887840752.74573","9003996423.69223","8967036826.48143","9599876387.93644","9969071394.40806","10579799952.4149","10932647568.4393","11490277126.3111","12139918648.8814","12917305250.2374","13672454340.2706","14451719261.935","15050236593.7356","15774753624.4919","16579131431.3762","17407989584.1069","18166202737.7482","18479680674.3397","18936624973.3944","19372035059.1412","20611844393.7849","21559986606.7599","22508624131.3587","24061733433.5711","25409170950.2098","26806697009.2292","27825342704.3855","29607667121.8641","30998760577.3696","32331874829.8538","34271798040.9412","33742158886.2994","35079926055.4816","37163768055.402","39187357999.1951","41633334150.8608","44825899741.2981","47872638202.9726","50721102373.424","52516077578.7272","56725749221.9043","61493396998.1736","67116705113.4529","69395808982.4834","72838327289.2906","76485840044.3994","79917480155.1327","82777063198.4398","85514018430.1462","87466701368.6878",
"Lower middle income","LMC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","507762902910.591","518492638236.809","529709742423.19","570956222223.485","609228228962.31","621316192922.48","625188476893.007","640003218068.232","666796740406.462","720071638488.475","780758945213.433","809176240750.476","834234259079.361","870818407646.957","914010875209.503","949518443611.436","1001280189540.19","1060584577194.59","1103387485279.48","1118291962351.34","1169841997621.75","1191710691095.38","1220933652002.72","1254792890901.8","1290878150693.32","1342767546225.02","1390541963882.59","1435417895657.66","1518063707058.65","1583865333482.98","1635227210155.3","1638267799283.25","1671191699500.28","1677307241927.14","1703996349164.88","1771937479429.92","1867486141055.01","1931780926325.14","2016323841255.99","2123143198790.86","2211700678598.32","2312238893986.6","2420301003597.87","2575972191682.76","2762347439308.3","2945407138126.93","3148028081570.12","3364568698243.32","3507223048391.83","3678663103646.6","3930917552819.94","4121809455240.3","4331020683461.91","4570717677275.22","4835733424478.56","5109239361662.45","5395833342059.31","5691342008009.49","5986207123653.98","6247644409083.75",
"Low & middle income","LMY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2212816693024.26","2263119162238.16","2352611352384.28","2464917613619.64","2652338567433.44","2800202881752.91","2922832258087.17","3031568185468.04","3232270277172.6","3480994663460.62","3759978238959.58","4000198645034.73","4255577279278.45","4570435223929.34","4846889304795.31","5042125069794.07","5379857823420.76","5606109827525.14","5766882362672.51","6001354375053.6","6231470404153.38","6336183343610","6503153025855.53","6577037697965.55","6860886273959.83","7155401061295.95","7448782444682.71","7791922935105.64","8087021862318.26","8310057700254.48","8485215233331.05","8595382552804.47","8667317064146.89","8900538890744.17","9109586539940.58","9431879046200.06","9889562067847.62","10372002705606.6","10581560019868.7","10923481516697.6","11533864614537.9","11929738518355","12441916037824.5","13116120502335.3","14125757161426.7","15115415999483.7","16307196353532.4","17683747366773.6","18667263042912.8","19111780155621.5","20535636055881.5","21763804917120.2","22883433406126.8","24061382389548.7","25138340093075.4","26130719569809.7","27255364841174.6","28600609827593.9","29926279499172.8","31107855191139.6",
"Lesotho","LSO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","219198405.808668","223286007.084315","257519803.102595","284855710.452429","308359491.606345","315001880.588746","313724480.58379","347958288.905228","346680864.293955","352045877.877716","359710167.179028","378104729.711024","377338279.865524","476974003.873103","529346173.760476","457812991.495606","508397340.25437","619273893.951027","732705518.327077","753909420.908691","733216271.636002","738309471.545963","771217430.02551","786535083.423664","830068996.655637","851735867.079783","891638466.263747","898145003.77346","975402710.207437","1031929681.22047","1094314714.88156","1170551321.65047","1251979143.59253","1295920687.88174","1373415100.85076","1418613347.80693","1498013644.17035","1553494131.3626","1577381521.48294","1584890253.48054","1646313417.20876","1704948222.68166","1717289251.04217","1795593808.0942","1825981974.5545","1889272746.28162","1969190775.50187","2064361051.54346","2203489358.22268","2250959313.2629","2269525782.39635","2391062404.0259","2552306732.47649","2659169574.53631","2735859196.58255","2808363411.69996","2950103849.35924","2911112764.77098","2897934947.46544","2941867682.98223",
"Late-demographic dividend","LTE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1035410292093.81","1030717262961.85","1063421269529.46","1102559855373.29","1175163735403.84","1248047210280.11","1329291283628.78","1364619100999.62","1457800395822.96","1602232873240.2","1761304878499.45","1911857646316.77","2069297245626.44","2269808093182.38","2415555433185.48","2530405121512.78","2710165475219.67","2883141549997.58","3037914702762.46","3264715157603.98","3537464324962.54","3533212303319.67","3593316000174.38","3613915392121.46","3873718204200.27","4154909791169.81","4402314665586.21","4662938839800.38","4872652806003.73","5087923704488.61","5098647814290.95","5120388460831.38","5082918980591.64","5252837010123.3","5429105269356.66","5700356946267.17","5948364926391.72","6246792598670.12","6377320277852.91","6641477619228.48","7091337570032.05","7424803493674.74","7835552582677.71","8328000197373.46","8984825989074.76","9629911659760.7","10470668299002.2","11477158954239.7","12224642897942.7","12547467832149.1","13504540875616.8","14408257454290.4","15188182675580.5","15979535406967.8","16722529465682.4","17387150521538.5","18052144912908.5","18935999566655.5","19876340077491.8","20741181075494.3",
"Lithuania","LTU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19300748974.8167","20294729609.3788","21977817984.4866","23618940229.7569","23350949638.0724","24245680339.1276","25827572947.2442","27573710461.2144","30479583848.4675","32476021907.107","34985576590.104","37576763802.7683","41742882423.9732","42839917917.3242","36493542580.1585","37034461707.2874","39266024338.7485","40771209935.1513","42222022711.9822","43703159116.0075","44591709053.709","45731446189.0509","47673924466.7011","49411522942.6453","51353597381.5888",
"Luxembourg","LUX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8504063001.8622","8829767179.4957","8949735254.56028","9257526364.0417","9985707540.71249","9912319220.3506","10021939966.2386","10043660598.0628","10463874544.4656","11507421888.1535","12026066085.1998","12346829677.7223","13161497281.4374","14255570084.3165","14856081313.4859","13879833146.8051","14231594161.4431","14454998349.8982","15044035450.4908","15396909622.4624","15526379605.979","15440837003.4853","15615518626.3429","16082278579.1596","17077279319.5283","17554026836.0027","19306609391.4916","20069409256.7301","21767940151.6108","23900776333.7775","25172281328.5398","27348221298.966","27845863978.5377","29015570717.472","30124232793.7607","30555672110.1182","30979915764.5662","32748781293.0235","34728331011.8374","37673641690.5381","40777874095.9159","41810359729.4492","43407293733.0466","44114523107.3278","45708017663.1941","47158078369.7932","49600152791.5916","53744023982.1195","53056323200.4439","50743806608.9165","53212476812.2957","54563666585.415","54371319168.6253","56358248485.851","58779842013.8317","61311156256.0234","64115896583.4875","65270740381.6428","67301206244.2635","68847100930.1864",
"Latvia","LVA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12775634301.0653","13100909090.7816","14272031909.6809","15180470130.6889","15609742486.1003","16483138516.2392","17524718245.7675","18771771425.6101","20355430117.8289","22053349652.5673","24422625249.0557","27326010552.6561","30061576877.2071","29055606165.0632","24918626326.7725","23803906230.7479","25300009972.3381","26345970992.0635","26959306320.0045","27475628360.6055","28371477922.24","28874733914.7424","29968310684.8236","31252400402.1069","31939153702.1532",
"Macao SAR, China","MAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","4132227737.15885","4546442280.02797","4931076229.89187","4967124882.59212","5299669391.71211","6057208543.19293","6530325549.68471","6858471778.21209","7405755869.20677","7676724450.03016","8697642992.29222","9148768595.82093","9537800826.27744","9852234768.25137","9810925426.99917","9783500853.89228","9336342326.97653","9116083334.16209","9639996169.45876","9918467699.52839","10805885489.6852","12065087351.1118","15293166583.7027","16525720039.1859","18725981465.84","21431441475.0733","22158796347.9773","22451583850.1719","28123640998.7253","34218795492.1291","37379693144.6877","41566252583.2847","41067004615.6251","32198777328.9762","31967479514.2822","35128290926.0449","37040163131.0971","35295253106.9724",
"St. Martin (French part)","MAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","11947014184.2009","13145161283.9847","14445446369.6065","15653398481.5429","16391215216.3929","17308614101.4968","17730466108.6526","18361548509.4074","19389069934.5818","20854538798.9137","23109494479.5687","24509737499.8931","25056957435.6219","26258134655.157","27214499196.1996","26740032111.0679","29135236266.2304","29539216588.5393","31435157625.4702","33323672523.7555","36413145449.7067","36294801242.8977","40604894538.531","41760592095.0181","43185385081.897","46301680542.2391","45330392242.2896","44994679123.3821","49758715929.222","47069034480.2997","52892827880.8586","52067328269.9329","55836249260.847","56440024805.3577","57519650790.1246","61730070507.7354","63656943581.251","67451637210.908","70687304633.4949","73014076004.5985","78544623310.6445","81318500633.8362","86135221236.4504","89790590993.4885","93216746661.5977","98106615021.8513","101059586129.684","105643067055.469","108463202314.752","113383503344.942","114585205650.442","119437717293.904","123009160840.189","125838371539.513",
"Monaco","MCO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","2014669330.25231","2119997452.1288","2218541497.553","2363939327.53641","2469716417.91399","2445695030.04409","2553590015.91214","2644325097.76102","2748869847.07546","2846020540.69356","2893989005.45515","2920682534.04965","2991724908.50904","3027475223.84318","3072418566.85113","3124916973.19268","3201551333.39728","3281096250.91505","3431980791.46382","3574876779.17304","3669377008.56075","3706625878.29776","3757282115.86902","3722943656.37014","3805430067.61236","3885996818.24208","3929159750.7623","4017064828.31765","4157793318.30837","4295023067.74493","4462968314.99403","4560606124.884","4607420522.33859","4657527906.66843","4772591409.25361","4863051836.13947","5145300278.40382","5887710460.02917","5926971761.89845","5257223916.21371","5367625613.15127","5743359406.07185","5800793053.16187","6357669097.17619","6815421317.77807","7149376905.74042","7399605196.87127","7148018560.25454","7584047726.36882","",
"Moldova","MDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4794228776.08272","4512469064.53882","4586792340.71451","4286715578.08445","4142328086.47215","4229636600.29266","4487644450.3731","4837680701.41398","5156967629.53441","5538583218.12875","5953976967.16871","6239767852.66749","6426960903.2039","6928263862.95101","6512568011.12431","6974960345.3712","7380775144.91523","7337248194.47736","8000819054.66605","8400830051.0657","8372415478.66759","8741545794.79963","9151593650.48152","9545247431.37833","9875157730.02409",
"Madagascar","MDG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4175487806.22233","4261028216.94053","4357799137.75183","4317297681.80466","4488371416.1591","4468072583.0158","4560318283.0692","4812438471.37827","5141069600.73123","5332380222.37572","5613740895.89134","5834325267.61901","5760076388.08359","5609250036.08777","5721820918.39326","5793840999.63359","5616036223.9397","5748799340.42809","5595777456.67705","6147221756.05279","6205786804.18217","5597619697.37229","5491264923.12224","5540686307.43034","5638212467.30161","5703409606.72239","5815209260.94743","5883532925.67925","6083980727.48598","6331895681.36372","6530014685.3476","6118209000.11983","6190458008.94047","6320452872.05705","6317791879.18755","6423841848.29568","6562224536.95428","6804599815.66269","7071141066.59392","7403430039.90223","7733390473.33835","8195865456.21381","7178924838.82539","7881374889.77829","8295699053.15635","8690229649.80676","9159372431.77987","9682424274.5301","10332370457.7161","9921275540.96889","9982711030.26388","10140281078.1346","10445619787.5347","10685909460.3523","11042733588.852","11388624678.9776","11843389099.4814","12309227038.1405","12871116511.8034","13488930104.3583",
"Maldives","MDV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1168947333.3624","1260810777.05745","1366692920.09136","1469122222.37261","1559850154.51839","1619839033.86103","1555958505.24055","1669051580.27634","1898547004.09401","2013100660.81844","1748799599.44967","2205437293.20646","2375561798.74616","2600891737.91487","2412877397.49706","2588176054.6875","2809898200.59291","2880634126.68671","3090375228.51505","3316888181.04912","3412565430.30422","3628864086.68624","3875759879.52961","4142753892.57909","4358839904.84156",
"Middle East & North Africa","MEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","449403507401.914","501426038976.807","595983898751.222","669143500443.144","777865325246.218","870374997141.508","956857021678.622","933760277017.938","1075600203513.11","1110938423924.59","1058161628979.79","1107105739395.93","1096173378790.95","1112134827872.96","1090403110946.61","1061779542262.63","1049166793155.01","1042660819127.99","1052691942848.38","1054765659812.94","1087019745963.68","1117553835025.64","1264218318559.64","1317525362170.04","1379945663167.73","1419333302429.7","1457415451603.57","1500705108053.7","1571617694053.65","1624767556625.81","1698949434145.55","1728322872253.16","1827467438502.21","1849371178640.9","1878870538409.94","1981968201163.07","2140493766930","2248961572974.45","2384641025469.49","2507991305472.58","2620744923059.34","2633731753006.66","2766778332455.17","2868623448809.01","2980195560855.76","3060890121293.14","3149822659572.58","3224644136749.41","3384664795604.2","3442755105865.25","3524699653912.39","3588455633026.18",
"Mexico","MEX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","147593304899.903","154972970148.49","162201552099.831","175351048523.533","196227433882.394","210159581679.917","222971202539.928","236025998947.343","258267386911.913","267096567520.373","284464479176.938","295167363283.641","319456116855.129","344568945103.704","364474097749.844","385411257804.828","402436584808.525","416081759447.639","453349962679.757","497316613380.406","543235109451.549","589549198137.708","586478778503.066","566031654495.705","585337942177.667","598143340046.776","579726773526.627","589712215373.999","597279762230.826","621801138598.965","653984125355.572","681547952923.179","705682263949.997","719380656483.057","754925835085.174","707431708271.841","755347887959.662","807065442037.969","848741697521.206","872112260583.455","915216005402.792","911514962239.03","911151773828.818","924330515307.736","960569732547.578","982737828708.375","1026912659604.72","1050443805732.82","1062456519192.32","1006297786022.87","1057801295584.05","1096548640919.65","1136488480758.67","1151877579920.19","1184180145123.71","1223115888816.33","1258715245011.32","1285375870413.8","1312830960705.81","1310919448306.9",
"Marshall Islands","MHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","72197643.3579025","75685676.3871744","87423013.8243602","90802810.1645073","85121012.6040128","106011836.548024","115938523.901662","124969029.756429","122855042.637043","126142946.371005","126253771.994861","135269372.913771","143393977.058809","151822243.281132","164291756.013565","147364860.676815","137866225.610977","136736599.129794","135020348.688309","136848628.93654","146190013.59957","151659662.356196","149209043.649397","150625452.221123","154066926.149678","155096338.814835","159391140.494216","148627306.001046","150773196.526134","162164700","160938502.226246","157123714.064586","162964989.055642","161433174.679822","164002042.135851","166145000.873767","172884913.053747","179151563.710702","",
"Middle income","MIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2135241190844.36","2187235094042.05","2269504991742.36","2380024684061.73","2566547821290.38","2711089118386.78","2831104284528.18","2938153292289.66","3135107306818.13","3378343990094.48","3653290495748.38","3888394600539.92","4142519793217.23","4453288887683.9","4723508068341.25","4915556573412.47","5247776890582.52","5469250860185.33","5630024007728.73","5861874388718.16","6088586526155.75","6190805243262.05","6355934604455.59","6427409171474.78","6710488266242.54","7003719653078.39","7291317794817.45","7627198981777.75","7916884788515.45","8136374298353.15","8312294971165.64","8421198001920.41","8495797586348.33","8728144415173.73","8936537877850.06","9251180562821.52","9700118211144.68","10173575736089.9","10377035316168.5","10712269290537.1","11315022802433.2","11700605001647.8","12202970649690.9","12864744655396.6","13858882083495.8","14829976205512.3","16001742789519.5","17354519629969.1","18317335933111","18746370267427.7","20147828415058.2","21361234026095.9","22469106087405.3","23623949192196.9","24679434787758.5","25660523930372.2","26766483555203.9","28089779810124.2","29396033181639.2","30556933070718.9",
"North Macedonia","MKD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7693258824.17647","7218525697.65263","6744615144.06165","6240841539.55727","6131117174.18218","6062771913.08115","6134622058.78804","6222959471.505","6433216821.47849","6712355895.07113","7017710078.96866","6802458901.68212","6904064881.54553","7057514742.02549","7387389303.16188","7736376122.17433","8133795710.16142","8660335906.47652","9134229607.6711","9101472903.22735","9407168702.4313","9627285730.14823","9583367667.75849","9863705864.97727","10221671933.753","10615805818.6144","10918165751.2862","11036275491.8877","11336478398.0801","11738989571.8268",
"Mali","MLI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","1945443159.7753","2017588172.27926","2022248789.24563","2146353284.65027","2201493015.18445","2330148628.71816","2296242267.81323","2261136716.64893","2523994971.02433","2867849874.49463","3049919545.07803","3005284694.39103","3317704390.47936","3174185811.22051","3222078063.13029","2984339190.55049","3038680240.14815","3029958888.85778","3644635587.49404","3742771806.35728","3737563204.58116","4013758699.25501","4181428977.8994","4076793103.90106","4555620762.18848","4408990705.51526","4548851305.61587","4720794885.04668","4764274463.28704","5100431445.47999","5346732521.39398","5751569337.50853","6079463064.67165","6075764625.02986","7009988742.67389","7227740601.45583","7886841302.21569","8009875920.88877","8533303592.45586","8931142152.76767","9243162036.56838","9684351570.68542","10149812716.6398","10689167195.3375","11032624437.339","10940322467.6474","11192362001.7768","11987178898.2484","12726485665.7514","13460048564.6906","14189385788.0337","14849275465.4954","15597678949.2428",
"Malta","MLT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1133812143.7094","1161635821.29126","1229455919.39547","1280430863.05184","1408940076.89248","1684529895.26714","1971187856.2906","2211360731.80432","2458174201.24619","2716055680.76362","2907529762.69389","3003820230.67745","3072441071.19183","3053625745.72451","3082402227.23054","3162090945.24725","3284944186.66313","3419972292.19144","3707736842.10526","4010996553.09559","4263344027.57524","4530079809.09453","4742582791.99258","4955086040.03712","5235103141.98595","5567139201.90905","5777428741.87989","6081147023.73061","6392842370.40965","6694582924.56582","7147819170.09148","7191303195.01525","7405806708.20628","7594193291.79371","7627866896.46029","7916478854.56715","8061248839.98409","8382606390.03049","8663131380.0875","8449821026.11693","8749171417.20801","8868075473.94936","9115864465.06695","9556968000.79544","10397086102.3465","11525964503.5132","12197936956.1183","12987288975.2088","13937208360.0689","14548228993.7691",
"Myanmar","MMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3333228175.42212","3348946382.21766","3485813551.97165","3951145083.56489","3718263847.95787","4115844769.08342","3916153089.07983","3684110880.31147","4128390344.11123","4264286266.68776","4476619177.51576","4661501868.33129","4775048659.43713","4728820233.05256","4981451575.58329","5188316772.8846","5503786990.3065","5831388166.40491","6211467377.00038","6534543030.90388","7053290217.82045","7501580034.72374","7921959309.83461","8269819885.19247","8677747608.38401","8925150213.41148","8830780248.57113","8477051707.97687","7514699543.41028","7792390041.95993","8011896469.83656","7959769716.7425","8728758488.44639","9255924021.27763","9948078165.27153","10639275753.1676","11324734004.9744","11964760742.6246","12666639111.0325","14053019226.0891","15984737489.9272","17798045642.4078","19938352012.1209","22698616844.6237","25777607411.1761","29275358077.5655","33103433579.0232","37073010378.8848","40874960811.6237","45187272895.3094","49540813342.4834","52310879190.5433","56146663569.5951","60877582017.3892","65742258214.0691","70339509334.1836","74384076490.0902","79148359722.8005","84491238202.278","86931311984.4758",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","218209243944.785","234283181816.037","256724626107.573","287440488234.957","324134800605.695","354959860344.82","387658253474.482","441262178086.6","472249560665.612","503681318994.615","506292009787.699","584426587898.056","578071121175.27","541524715930.218","524579234127.485","462297366143.085","457946952930.246","530220844208.665","554975831098.4","545433942426.574","563315127834.021","546934915022.636","557021625546.05","552709252779.511","567615079229.828","641099900801.346","632165266487.079","661917283952.212","680396212177.858","690218538951.04","707880583798.014","751000929034.098","775575286708.431","828440761383.273","863791085744.709","902166537877.031","922256692856.886","952986287303.814","979513222074.275","1058097960366.9","1106104849834.41","1166825188698.05","1238036198263.95","1281677214997.08","1314450566685.33","1383656519684.54","1370790520608.94","1409237948217.39","1433231292038.42","1463493836886.54","1474286214223.99","1589347867998.89","1635769875770.51","","",
"Montenegro","MNE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3056198272.94641","3205952193.49261","2904592642.20781","2994635019.4521","3027571294.66443","3085214251.51049","3161809611.92355","3301752979.78007","3439786115.27786","3734452624.09835","3988774467.82078","4276873686.64203","4029024845.24209","4139192052.98013","4272823841.0596","4156440802.53725","4303952078.27945","4380722217.29257","4529244465.58692","4662824825.15064","4882745296.55322","5130685604.50982","5316457896.83757",
"Mongolia","MNG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2497286677.48283","2705613731.30717","2863460263.28829","3033361371.57467","3206653431.95156","3507277015.23814","3628581398.10905","3813928331.23995","3973281722.43507","3846754148.22336","3512334855.63911","3187216784.29068","3086220528.18135","3152092285.02233","3353083144.99786","3428027699.94227","3561608120.97173","3680563574.14778","3793570457.5362","3837047132.18431","3950344027.42331","4137312959.549","4427116613.5692","4897515726.07987","5252765131.74542","5702204050.40528","6286566854.31684","6846094435.54697","6759244954.07071","7189481824.07288","8432599135.69306","9471480157.75525","10574804943.2739","11408652157.2819","11680159346.4038","11816629563.8777","12447287566.1133","13349296395.7882","14029999431.9334",
"Northern Mariana Islands","MNP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1456241935.48387","1462189826.30273","1416589330.02481","1237161290.32258","1151908188.58561","1074585607.94045","955627791.563275","788095533.498759","799000000","737538461.538462","741503722.084367","759347394.540943","788095533.498759","815852357.320099","1046828784.11911","1314483870.96774","1056741935.48387","",
"Mozambique","MOZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2766035611.29298","2904337473.43933","2703938204.05338","2279419850.89498","2131257563.32562","2152570069.07056","2103061043.0184","2412211025.23451","2610012213.02263","2779663125.66758","2807459557.70953","2945025051.86193","2765312332.24347","3058133951.84709","3258023887.35302","3331469545.13273","3704751796.85123","4123397346.74119","4532716982.1292","5063114793.46687","5123290954.54627","5742680267.6349","6276202740.73478","6710920789.31073","7243080088.33866","7723866242.55384","8473243992.44006","9128359828.63955","9793738054.8641","10412094589.7174","11087646867.9421","11908539949.7543","12772914087.8774","13662369644.6317","14673181811.1821","15659700730.2967","16258561247.9705","16866845660.3299","17445070420.668","17833027443.73",
"Mauritania","MRT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","1210392129.63201","1219186940.2434","1195001105.04742","1525907502.96476","1772163498.94853","1776256522.59125","1839617953.33837","2027193542.48724","2052503704.35697","2298515385.24622","2340874413.53681","2323717960.77626","2217181140.4679","2486848259.06163","2359164157.51093","2560780801.89393","2512674135.51685","2499992321.59077","2619742949.71452","2708059991.76641","2801495872.05638","2735942994.35863","2838139822.84508","2746556897.81321","2828809699.0231","2990435985.94757","3047265757.49075","3099690855.91711","3247781234.33591","3190253138.08947","3247297648.71091","3308156089.50228","3502465183.89823","3395264103.35901","3728672262.00288","3945637236.68333","3786048184.50008","3891217212.10441","4034148559.24899","3876089574.69092","3845100478.2468","3898219924.67621","4168299108.75102","4365574615.13814","4739542276.74321","5608451982.64194","5497997853.2828","5479795126.23373","5485158523.49586","5628882266.37767","5863763324.61131","6125874318.20248","6380147917.17686","6652887965.08388","7010569791.14096","7098966712.32628","7347230001.86797","7502643580.34781","7947588674.51557",
